[ 1231697ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 1465276ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2143881ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2170218ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2174405ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2177729ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2195010ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2219723ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2261559ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2278782ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2290197ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2305916ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2355715ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2413860ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2518232ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2521758ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2654377ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 2966681ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3029746ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3139962ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3158717ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3173974ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3187332ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3203080ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3352121ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3376087ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3379984ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 3388952ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4375306ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4406281ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4483279ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4499675ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4506687ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4535001ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4599432ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4617540ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4620224ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://127.0.0.1:4178/src/pages/dispatch-board/context.ts?t=1775057027833:0
[ 4635942ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://127.0.0.1:4178/src/pages/dispatch-board/context.ts?t=1775057043569:0
[ 4682969ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4803679ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 4853193ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8776758ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4178/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8911136ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8911842ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8932090ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8932716ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8933445ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8949877ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8955842ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8957073ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8958262ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8958945ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8960147ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8961321ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8982691ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 8996563ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 9008868ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4180/node_modules/.vite/deps/react-dom_client.js?v=fa2356c1:20356
[ 9016958ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4180/@vite/client:963
[ 9016959ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9017963ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9018966ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9019971ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9020976ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9021980ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9022984ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9023986ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9024988ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9025992ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9026997ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9028001ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9029005ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9030009ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9031013ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9032017ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9033022ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9034025ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9035029ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9036033ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9037035ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9038040ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9039044ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9040048ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9041052ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9042056ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9043061ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9044064ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9045066ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9046067ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9047071ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9048076ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9049079ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9050083ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9051087ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9052091ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9053095ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9054098ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9055101ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9056105ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9057110ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9058114ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9059118ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9060123ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9061127ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9062128ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9063132ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9064137ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9065142ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9066146ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9067150ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9068155ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9069159ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9070165ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9071171ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9072174ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9073179ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9074183ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9075187ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9076192ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
[ 9077197ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4180/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4180/@vite/client:1034
